7.507385091331860716e-01 8.289840146358129491e-02
4.696000137816133124e-01 5.823653319675347051e-01
9.258720433716711717e-01 8.697947692191041469e-01
6.942323071733813578e-03 5.206114723638317621e-01
4.535789398417116036e-01 7.430932674240655622e-01
2.564696621205606597e-01 7.817363424689234286e-01
4.575220248739508833e-01 1.284342326521322741e-01
2.737886775181596066e-01 8.840955942969322967e-01
5.838767716241496375e-01 5.608858864256526244e-01
1.704458431973109311e-01 1.526139099013954503e-01
8.278682615074731688e-01 3.014382036002105636e-02
8.218707402367650960e-01 1.376871056967367002e-01
4.085457086607813260e-02 5.784782136009702924e-01
4.401705029703587568e-01 2.580407900998815673e-01
7.357247836814698738e-01 5.911468012983427389e-01
8.977631426177523633e-01 9.524215903300183861e-01
2.791490290906922800e-01 5.877798340226250140e-01
8.025036719805587193e-01 3.535257857048447194e-01
1.120445891078247769e-02 3.431806036126187065e-01
5.340381650924190815e-01 4.144500535683400821e-01
9.265101305474365834e-02 6.590340276702206790e-01
2.783527304290697169e-01 1.726941089104372384e-02
3.966296265853785918e-01 3.250788188482607310e-01
3.833426053918234100e-01 6.130582901110975813e-01
6.164743939584095278e-01 7.829880005470614135e-01
5.676912750623026582e-01 5.941121090382807113e-01
4.037226822079690303e-01 4.136926154691744628e-01
9.067841173221414808e-01 8.774924220353799154e-01
9.860323126113367254e-01 7.435255021391949937e-01
7.516453358441048671e-01 9.035403365661152097e-01
9.402083206337269461e-01 1.343201017710776712e-01
2.107025803180251344e-01 4.836846624090619384e-01
6.397998518576150095e-01 4.094208356470380172e-01
6.524429968591223261e-01 9.065117464555135784e-01
6.610148650006124615e-01 7.706423135578657213e-01
5.287653843488903105e-01 1.259562046268928315e-01
4.709643299096016866e-01 3.282395363680590261e-01
7.622482145627170746e-01 2.209672450330522064e-01
2.947128684942930121e-01 8.704685849015958432e-01
5.904546698287119755e-01 7.685685101072414760e-02
9.949164160946993851e-01 2.908480023949036042e-01
8.841487142641042407e-01 9.100314169161245470e-01
3.769015862026683372e-01 7.493918248924681391e-01
5.173839121398383645e-01 9.384819471455053685e-01
1.914500964006679018e-01 9.886632520223765930e-01
2.080200391555666606e-01 1.170514125564827701e-01
7.798799819954693735e-02 1.405490662447571593e-01
8.544825922590193468e-01 1.364125759436163321e-02
9.217639641515591453e-01 9.521752067382885931e-01
8.967194818280110891e-01 4.915768138906755347e-01
4.805973875336723156e-01 6.217976512565258629e-01
5.040313706319181630e-01 5.698646402244084141e-01
8.634127464945630104e-01 7.655958447475873507e-01
9.089826420357516312e-02 7.599532349782558427e-01
9.342488801302800683e-01 5.817380974291280760e-01
4.567338402725362734e-02 4.222054951407698820e-01
7.861894347168590924e-01 7.647165268262510196e-01
8.808397299212820108e-01 6.836847800149055132e-01
3.710517827102265409e-01 7.798260511462210554e-01
7.317124510067609666e-01 7.076215169517414694e-01
5.347419105613643309e-01 2.413849987860788859e-01
5.988210560665003790e-01 9.969650092992561330e-01
2.171760786695998702e-01 5.691967928296212120e-01
3.492842949143666331e-01 2.741357084882528605e-01
4.749980017131814058e-01 1.568289279726469143e-01
4.114455350819168356e-02 2.952360010171473093e-01
5.665193899042119119e-01 7.476776667896963824e-01
2.611083836283913939e-01 3.444402680000344663e-01
1.840349513121082303e-01 7.284144233956015846e-01
4.667718987877441661e-01 3.773344047201556695e-01
9.281944913658194407e-01 6.095863335003637307e-01
6.565551382262657665e-01 8.250273658530138388e-01
8.411478650257736556e-01 3.215129474335254312e-02
6.158544673830290694e-02 4.853009227990590091e-01
3.348020066892095636e-01 1.119107799712160123e-01
5.066067531403312119e-01 1.558469821458973170e-01
9.758520376868617952e-02 4.723371763362124165e-01
7.207038786452077961e-01 8.291244866196759711e-01
2.946442548118947125e-01 4.575069652045030688e-01
6.406230288680931917e-01 1.394142699107739913e-01
6.110391415686317051e-01 4.019158386693715279e-01
8.282379021037411526e-01 1.071098341280457555e-01
5.659943502527539083e-01 2.355438265653359009e-01
8.933403561721601216e-01 8.078415318452514260e-01
5.178459952672742617e-01 8.219173827891446127e-01
5.279187305033439248e-02 9.944694512922902518e-03
3.773588311992985833e-01 1.428143539346218294e-01
7.755597154529403348e-01 6.944077705623703523e-01
3.773797886798597734e-01 8.725794294133999429e-01
3.324997185368555597e-01 2.649942160782075007e-01
3.007563024182258182e-01 5.166899613577102812e-01
5.514236548660462756e-01 8.514261686719890587e-01
5.302182512846295159e-01 3.705374438174399154e-01
8.560258587854195911e-01 8.343508446346321605e-01
8.808884076604501789e-01 1.335316321700517062e-01
3.346524560658544756e-01 8.509840438913530702e-01
9.757625732531505225e-02 6.822540704036840209e-01
5.285166095603142100e-01 1.423816028819357982e-03
3.026990072202950799e-01 8.538094250977245059e-01
7.511547266826108515e-01 6.955566262770063179e-01
2.217592257723921545e-01 7.918393651439127323e-01
4.696483817470005206e-01 4.919082532052621026e-01
7.203610175450106956e-01 1.877952723536149282e-01
2.683867260860051118e-02 1.649690487196783240e-01
1.317516575804382750e-01 9.006193055394600133e-01
4.168341859462096899e-01 6.018237215853804445e-01
3.053502161401344672e-01 8.576755226441745705e-03
1.676554963298564349e-01 5.677986674465397288e-01
4.500777845153081103e-01 6.693737975675038143e-01
6.458012761175019323e-01 3.715839938025038425e-01
4.818500739810185340e-01 6.981749909194069348e-01
2.495585958499439982e-01 6.475189257983955393e-01
6.020101953198899736e-01 7.192475044869992562e-01
8.852572051503168060e-01 6.893508663701141126e-01
8.948001249378267907e-02 8.531005752713267665e-01
8.694165802416231603e-01 4.855794530280032051e-01
4.100135467938047507e-01 4.504157821076225643e-01
9.673674715349902531e-01 7.199305069068310248e-01
6.983106720483402974e-01 6.519283915618723224e-01
4.461105031951964062e-01 1.273678930561936706e-01
6.226706546338616199e-01 2.971855539442115335e-01
6.808206744053518777e-01 5.137582522435666377e-01
1.647402500156933680e-01 4.560561063770333101e-01
6.630764321380501203e-01 8.093359312930122895e-01
8.982048397828308328e-01 5.164336267512331657e-01
6.137905738948681300e-01 5.458613093132812510e-01
2.180301839929723595e-01 6.805054280139518630e-01
7.273252450733077579e-01 9.312033627272763292e-01
1.408421895336974261e-01 6.255817014312472502e-01
9.487996015678025197e-01 6.115145959756665972e-01
5.423783718468863091e-01 9.851423329917708971e-01
4.552306423856047335e-01 8.440187559876971557e-01
5.007729699925305145e-01 3.377582125193013818e-01
8.315619081507489296e-01 4.179643003724842210e-01
8.530555714971552739e-01 3.732529109629438846e-01
7.009348302807365538e-01 2.818756820281798081e-01
9.895315254416432449e-01 2.209017536232005252e-02
3.960591228504929395e-01 1.639060401617111751e-01
8.500725615698034865e-03 2.083556275640042754e-01
6.540035658686706999e-01 6.415978038859451171e-01
1.861042901102476499e-01 7.543595578916534317e-01
6.562321885704870406e-01 3.714800774326719734e-01
6.890446055857257779e-02 5.356182610587626458e-01
6.364556987427583135e-01 3.737291932545170337e-01
2.644505072018223935e-01 6.538167432418348080e-01
9.058784894642883945e-01 8.202854915075918907e-02
4.480028037518457573e-01 6.984054215905883822e-01
6.038146521363010333e-01 2.588365124317372201e-01
9.455766209686997659e-01 2.558232946131130392e-01
8.685161843867438280e-01 4.938864178888975331e-01
8.855035301697415928e-01 1.089962144199199123e-01
7.850973734799088222e-01 5.387188046330145808e-01
2.782077672777101274e-01 3.877783065125798290e-01
7.315040647702077958e-01 4.079355810163720619e-04
9.643187093531020437e-01 3.846949035595772504e-01
7.265718281534170320e-01 2.106265469691294134e-01
8.100733362048345709e-01 5.891439424924259649e-01
3.405870848707883702e-01 2.171234991734681818e-01
6.044967521049819936e-01 6.960261199627675310e-01
7.860095986944360957e-01 9.093583994081658739e-01
9.788032293731847577e-01 2.750557881605995014e-01
8.817787842891708916e-01 4.021950907557594324e-01
3.070039880309477498e-01 7.653888008721986269e-01
8.371395300639957737e-01 8.741197110439520301e-01
3.822335580963568402e-01 2.108301168594963748e-01
